Gene_id,Version,Gene_names,Uniprot_id,TF
Cre11.g467707,C. reinhardtii v5.6,ATP4,A8J9X1,
Cre08.g370550,C. reinhardtii v5.6,Cre08.g370550,A0A2K3DH85,
Cre16.g673729,C. reinhardtii v5.6,CPN11,A8J3C3,
Cre07.g338000,C. reinhardtii v5.6,MCM2,A8JCF0,
Cre07.g316450,C. reinhardtii v5.6,Cre07.g316450,A0A2K3DIQ4,
Cre01.g049600,C. reinhardtii v5.6,CGLD22,A0A2K3E7Y5,
Cre09.g386550,C. reinhardtii v5.6,Cre09.g386550,A8J1B8,
Cre02.g106300,C. reinhardtii v5.6,Cre02.g106300,A0A2K3E2N9,
Cre16.g685000,C. reinhardtii v5.6,Cre16.g685000,A8IS97,
Cre05.g234638,C. reinhardtii v5.6,Cre05.g234638,A0A2K3DSL4,
Cre16.g687300,C. reinhardtii v5.6,CPLD61,A0A2K3CUL8,
Cre09.g397660,C. reinhardtii v5.6,Cre09.g397660,A0A2K3DER4,
Cre02.g116600,C. reinhardtii v5.6,ELG23,A0A2K3E3C0,
Cre03.g208049,C. reinhardtii v5.6,Cre03.g208049,A0A2K3DZT3,
Cre16.g651500,C. reinhardtii v5.6,Cre16.g651500,A8J9F7,
Cre16.g680230,C. reinhardtii v5.6,SEC61G,A2PZD3,
Cre08.g385150,C. reinhardtii v5.6,Cre08.g385150,A0A2K3DIC0,
Cre06.g278150,C. reinhardtii v5.6,Cre06.g278150,A0A2K3DPH6,
Cre06.g263400,C. reinhardtii v5.6,Cre06.g263400,A8HX41,
Cre01.g014850,C. reinhardtii v5.6,Cre01.g014850,A0A2K3E5S2,
Cre07.g325743,C. reinhardtii v5.6,GRX3,A0A2K3DJF6,
Cre12.g512200,C. reinhardtii v5.6,MFT26,A0A2K3D2J0,
Cre08.g380700,C. reinhardtii v5.6,Cre08.g380700,A0A2K3DHZ8,
Cre13.g564850,C. reinhardtii v5.6,Cre13.g564850,A0A2K3CZ68,
Cre01.g021500,C. reinhardtii v5.6,Cre01.g021500,A0A2K3E635,
Cre17.g742150,C. reinhardtii v5.6,Cre17.g742150,A0A2K3CRU3,
Cre06.g285850,C. reinhardtii v5.6,Cre06.g285850,A0A2K3DPZ3,
Cre02.g075400,C. reinhardtii v5.6,Cre02.g075400,A0A2K3E051,
Cre07.g316200,C. reinhardtii v5.6,Cre07.g316200,A8I6E0,
Cre02.g100900,C. reinhardtii v5.6,Cre02.g100900,A0A2K3E2A4,
Cre01.g031750,C. reinhardtii v5.6,Cre01.g031750,A0A2K3E6R8,
Cre01.g006000,C. reinhardtii v5.6,Cre01.g006000,A0A2K3E515,
Cre01.g040500,C. reinhardtii v5.6,Cre01.g040500,A0A2K3E7C6,
Cre03.g178450,C. reinhardtii v5.6,CPN10,A8IDN1,
Cre12.g517800,C. reinhardtii v5.6,Cre12.g517800,A0A2K3D3Y0,
Cre06.g287700,C. reinhardtii v5.6,Cre06.g287700,A0A2K3DQ77,
Cre10.g442700,C. reinhardtii v5.6,Cre10.g442700,A8II71,
Cre01.g001100,C. reinhardtii v5.6,Cre01.g001100,A0A2K3E4N7,
Cre02.g109250,C. reinhardtii v5.6,Cre02.g109250,A0A2K3E2V3,
Cre02.g094900,C. reinhardtii v5.6,Cre02.g094900,A0A2K3E1I6,
Cre09.g388430,C. reinhardtii v5.6,Cre09.g388430,A0A2K3DDY1,
Cre16.g675958,C. reinhardtii v5.6,Cre16.g675958,A0A2K3CTZ8,
Cre06.g292150,C. reinhardtii v5.6,Cre06.g292150,A0A2K3DQC1,
Cre10.g427650,C. reinhardtii v5.6,Cre10.g427650,A0A2K3D9M3,
Cre17.g728483,C. reinhardtii v5.6,Cre17.g728483,A0A2K3CQT1,
Cre13.g583350,C. reinhardtii v5.6,Cre13.g583350,A0A2K3D0I7,
Cre12.g549600,C. reinhardtii v5.6,Cre12.g549600,A0A2K3D693,
Cre06.g252300,C. reinhardtii v5.6,PDK1,A8HYI5,
Cre09.g417050,C. reinhardtii v5.6,Cre09.g417050,A0A2K3DG33,
Cre16.g661150,C. reinhardtii v5.6,CGL5,A8J8P6,
Cre02.g115300,C. reinhardtii v5.6,AOT6,A0A2K3E388,
Cre09.g388400,C. reinhardtii v5.6,RAT1,A0A2K3DDN7,
Cre06.g289950,C. reinhardtii v5.6,HEL28,A0A2K3DQ74,
Cre03.g159950,C. reinhardtii v5.6,Cre03.g159950,A0A2K3DWB6,
Cre02.g088850,C. reinhardtii v5.6,RFS2,A8I8Z1,
Cre11.g467778,C. reinhardtii v5.6,Cre11.g467778,A0A2K3D7Z5,
Cre12.g513800,C. reinhardtii v5.6,Cre12.g513800,A0A2K3D3P0,
Cre16.g649350,C. reinhardtii v5.6,Cre16.g649350,A0A2K3CST8,
Cre02.g095140,C. reinhardtii v5.6,Cre02.g095140,A0A2K3E1U3,
Cre14.g615500,C. reinhardtii v5.6,Cre14.g615500,A0A2K3CXJ6,
Cre06.g278187,C. reinhardtii v5.6,MOT4,A0A2K3DP53,
Cre06.g269350,C. reinhardtii v5.6,Cre06.g269350,A0A2K3DN72,
Cre08.g362800,C. reinhardtii v5.6,Cre08.g362800,A0A2K3DGK8,
Cre17.g725400,C. reinhardtii v5.6,Cre17.g725400,A8J6N0,
Cre07.g357750,C. reinhardtii v5.6,Cre07.g357750,A8JI92,
Cre01.g053900,C. reinhardtii v5.6,Cre01.g053900,A0A2K3E892,
Cre16.g683000,C. reinhardtii v5.6,Cre16.g683000,A0A2K3CUX8,
Cre16.g672300,C. reinhardtii v5.6,Cre16.g672300,A8J3F0,YABBY
Cre05.g234651,C. reinhardtii v5.6,Cre05.g234651,A0A2K3DSM7,
Cre04.g216950,C. reinhardtii v5.6,Cre04.g216950,A0A2K3DTB8,
Cre10.g454734,C. reinhardtii v5.6,Cre10.g454734,A0A2K3DBG0,
Cre08.g378500,C. reinhardtii v5.6,Cre08.g378500,A0A2K3DHW4,
Cre08.g365950,C. reinhardtii v5.6,Cre08.g365950,A0A2K3DGW3,
Cre02.g147800,C. reinhardtii v5.6,SEC14,A0A2K3E3N4,
Cre14.g610501,C. reinhardtii v5.6,Cre14.g610501,A0A2K3CX72,
Cre08.g364501,C. reinhardtii v5.6,Cre08.g364501,A0A2K3DGR1,
Cre02.g087200,C. reinhardtii v5.6,Cre02.g087200,A0A2K3E0Z2,
Cre01.g029450,C. reinhardtii v5.6,Cre01.g029450,A0A2K3E6M5,
Cre06.g292315,C. reinhardtii v5.6,Cre06.g292315,,
Cre16.g684100,C. reinhardtii v5.6,Cre16.g684100,A0A2K3CUV0,
Cre13.g579550,C. reinhardtii v5.6,CGL27,A8HTQ3,
Cre05.g234700,C. reinhardtii v5.6,PYK3,A0A2K3DST4,
Cre01.g003463,C. reinhardtii v5.6,Cre01.g003463,A0A2K3E4V1,
Cre02.g090750,C. reinhardtii v5.6,Cre02.g090750,A0A2K3E181,
Cre01.g013200,C. reinhardtii v5.6,Cre01.g013200,A0A2K3E5R5,
Cre03.g158900,C. reinhardtii v5.6,DLA2,A0A2K3DW88,
Cre12.g495900,C. reinhardtii v5.6,Cre12.g495900,A0A2K3D210,
Cre03.g179350,C. reinhardtii v5.6,MFT16,A0A2K3DXM1,
Cre16.g682650,C. reinhardtii v5.6,Cre16.g682650,A0A2K3CUY6,
Cre02.g080950,C. reinhardtii v5.6,Cre02.g080950,A8I7V6,
Cre14.g633050,C. reinhardtii v5.6,Cre14.g633050,A0A2K3CYX4,
Cre03.g144707,C. reinhardtii v5.6,Cre03.g144707,A0A2K3DV69,
Cre12.g505100,C. reinhardtii v5.6,Cre12.g505100,A0A2K3D2Z8,
Cre04.g225200,C. reinhardtii v5.6,FAP311,A0A2K3DUK2,
Cre12.g559750,C. reinhardtii v5.6,PRL2,A0A2K3D5K2,
Cre12.g523050,C. reinhardtii v5.6,CCT11,A0A2K3D470,
Cre02.g102700,C. reinhardtii v5.6,Cre02.g102700,A0A2K3E2E8,
Cre14.g632176,C. reinhardtii v5.6,Cre14.g632176,A0A2K3CYU1,MYB
Cre02.g074800,C. reinhardtii v5.6,CYG9,A0A2K3E027,
Cre01.g024750,C. reinhardtii v5.6,Cre01.g024750,A0A2K3E6C5,
Cre12.g528450,C. reinhardtii v5.6,ASO1,A8J5A6,
Cre14.g621172,C. reinhardtii v5.6,Cre14.g621172,A0A2K3CY24,MYB_related
Cre10.g417750,C. reinhardtii v5.6,Cre10.g417750,A0A2K3D8Y0,
Cre06.g273350,C. reinhardtii v5.6,Cre06.g273350,A0A2K3DNJ0,
Cre08.g377800,C. reinhardtii v5.6,Cre08.g377800,A0A2K3DHT7,
Cre09.g393173,C. reinhardtii v5.6,ELI2,Q5W9T4,
Cre16.g653650,C. reinhardtii v5.6,Cre16.g653650,A0A2K3CT17,
Cre01.g056696,C. reinhardtii v5.6,Cre01.g056696,A0A2K3E8E7,
Cre08.g358554,C. reinhardtii v5.6,Cre08.g358554,A0A2K3DG70,
Cre08.g383550,C. reinhardtii v5.6,Cre08.g383550,A0A2K3DI85,
Cre14.g608400,C. reinhardtii v5.6,Cre14.g608400,A0A2K3CX58,
Cre16.g671900,C. reinhardtii v5.6,PIN4,A8J3E3,
Cre12.g507200,C. reinhardtii v5.6,Cre12.g507200,A0A2K3D2T9,
Cre12.g522000,C. reinhardtii v5.6,Cre12.g522000,A0A2K3D457,
Cre03.g202100,C. reinhardtii v5.6,OPR18,A0A2K3DZB0,
Cre06.g273500,C. reinhardtii v5.6,Cre06.g273500,A0A2K3DNI0,
Cre07.g313100,C. reinhardtii v5.6,Cre07.g313100,A0A2K3DIH5,
Cre16.g650151,C. reinhardtii v5.6,Cre16.g650151,A0A2K3CST1,
Cre16.g675550,C. reinhardtii v5.6,FKB16-2,A0A2K3CVF0,
Cre06.g278243,C. reinhardtii v5.6,Cre06.g278243,A0A2K3DPA4,
Cre12.g505700,C. reinhardtii v5.6,Cre12.g505700,A8IJX8,
Cre06.g286500,C. reinhardtii v5.6,Cre06.g286500,A0A2K3DQ13,
Cre10.g425501,C. reinhardtii v5.6,Cre10.g425501,A0A2K3D9G8,
Cre03.g183050,C. reinhardtii v5.6,MGT1,A8JH76,
Cre09.g387726,C. reinhardtii v5.6,AST1,A8J129,
Cre03.g197450,C. reinhardtii v5.6,Cre03.g197450,A0A2K3DYQ8,
Cre12.g502251,C. reinhardtii v5.6,Cre12.g502251,A0A2K3D355,
Cre17.g726983,C. reinhardtii v5.6,Cre17.g726983,A8J6R4,
Cre01.g029550,C. reinhardtii v5.6,Cre01.g029550,A0A2K3E6L8,
Cre06.g286350,C. reinhardtii v5.6,UMM6,A0A2K3DQ49,
Cre02.g076800,C. reinhardtii v5.6,ERG4,A8IA67,
Cre06.g271200,C. reinhardtii v5.6,PNO1,A0A2K3DNE4,
Cre06.g272100,C. reinhardtii v5.6,Cre06.g272100,A0A2K3DNG8,
Cre04.g217913,C. reinhardtii v5.6,MCP19,A0A2K3DTE8,
Cre05.g237800,C. reinhardtii v5.6,CYG64,A0A2K3DT08,
Cre10.g419950,C. reinhardtii v5.6,Cre10.g419950,A0A2K3D937,
Cre03.g155051,C. reinhardtii v5.6,Cre03.g155051,A0A2K3DVY2,
Cre09.g389900,C. reinhardtii v5.6,HRP4,A0A2K3DDL1,
Cre12.g524200,C. reinhardtii v5.6,SPC25,A0A2K3D4B9,
Cre01.g038050,C. reinhardtii v5.6,COP7,A0A2K3E771,
Cre13.g581850,C. reinhardtii v5.6,Cre13.g581850,A0A2K3D0E7,
Cre16.g656500,C. reinhardtii v5.6,ALA3,A0A2K3CT80,
Cre13.g575150,C. reinhardtii v5.6,Cre13.g575150,A0A2K3CZX8,
Cre01.g045500,C. reinhardtii v5.6,Cre01.g045500,A0A2K3E7R0,
Cre10.g456900,C. reinhardtii v5.6,Cre10.g456900,A0A2K3DBK2,
Cre06.g256750,C. reinhardtii v5.6,FAT1,A8HY17,
Cre12.g549800,C. reinhardtii v5.6,CSK5,A0A2K3D697,
Cre06.g255800,C. reinhardtii v5.6,Cre06.g255800,A0A2K3DMB3,
Cre02.g092900,C. reinhardtii v5.6,GUA1,Q84UB2,
Cre08.g363400,C. reinhardtii v5.6,Cre08.g363400,A0A2K3DGP6,
Cre06.g284550,C. reinhardtii v5.6,Cre06.g284550,A0A2K3DPV0,
Cre01.g007100,C. reinhardtii v5.6,Cre01.g007100,A0A2K3E552,
Cre02.g119850,C. reinhardtii v5.6,PDE9,A0A2K3E3K8,
Cre16.g657200,C. reinhardtii v5.6,GOX17,A0A2K3CTA8,
Cre07.g325726,C. reinhardtii v5.6,Cre07.g325726,A0A2K3DJE9,
Cre01.g037700,C. reinhardtii v5.6,FAD3,I2CYZ4,
Cre08.g371500,C. reinhardtii v5.6,Cre08.g371500,A0A2K3DHA3,
Cre11.g481400,C. reinhardtii v5.6,Cre11.g481400,A0A2K3D8S5,
Cre07.g340100,C. reinhardtii v5.6,MOT13,A0A2K3DKJ7,
Cre09.g392000,C. reinhardtii v5.6,Cre09.g392000,A0A2K3DDF6,
Cre05.g231050,C. reinhardtii v5.6,Cre05.g231050,A0A2K3DS30,
Cre07.g334750,C. reinhardtii v5.6,Cre07.g334750,A0A2K3DK33,
Cre12.g503500,C. reinhardtii v5.6,Cre12.g503500,A0A2K3D338,
Cre13.g580700,C. reinhardtii v5.6,DAL2,A0A2K3D0D6,
Cre06.g278091,C. reinhardtii v5.6,Cre06.g278091,A0A2K3DNT4,
Cre08.g384390,C. reinhardtii v5.6,POLQ2,A0A2K3DIB3,
Cre03.g193250,C. reinhardtii v5.6,Cre03.g193250,A0A2K3DYH6,
Cre09.g412300,C. reinhardtii v5.6,TIM16,A0A2K3DFP2,
Cre06.g303900,C. reinhardtii v5.6,Cre06.g303900,A0A2K3DR65,
Cre13.g605250,C. reinhardtii v5.6,Cre13.g605250,A0A2K3D1E0,
Cre13.g574650,C. reinhardtii v5.6,Cre13.g574650,A0A2K3CZW9,
Cre07.g328050,C. reinhardtii v5.6,Cre07.g328050,A0A2K3DJN9,
Cre13.g606962,C. reinhardtii v5.6,Cre13.g606962,A8JB04,
Cre17.g744447,C. reinhardtii v5.6,Cre17.g744447,A0A2K3CRZ5,
Cre03.g144264,C. reinhardtii v5.6,Cre03.g144264,A0A2K3DV61,
Cre07.g333950,C. reinhardtii v5.6,VPS45,A0A2K3DK28,
Cre10.g454650,C. reinhardtii v5.6,RPC5,A0A2K3DBE4,
Cre16.g652100,C. reinhardtii v5.6,MAP2,A8J9E6,
Cre03.g168650,C. reinhardtii v5.6,Cre03.g168650,A0A2K3DWW8,
Cre06.g278175,C. reinhardtii v5.6,Cre06.g278175,A0A2K3DP18,
Cre03.g169950,C. reinhardtii v5.6,Cre03.g169950,A0A2K3DX10,
Cre02.g098700,C. reinhardtii v5.6,Cre02.g098700,A0A2K3E249,
Cre08.g368226,C. reinhardtii v5.6,Cre08.g368226,A0A2K3DH37,
Cre05.g245102,C. reinhardtii v5.6,CGL3,A0A2K3DS83,
Cre17.g737250,C. reinhardtii v5.6,EFG5,A8JCA8,
Cre06.g261800,C. reinhardtii v5.6,Cre06.g261800,A0A2K3DMS7,
Cre06.g278182,C. reinhardtii v5.6,Cre06.g278182,A0A2K3DP40,
Cre10.g427400,C. reinhardtii v5.6,Cre10.g427400,A0A2K3D9L3,
Cre17.g729650,C. reinhardtii v5.6,MPA15,A0A2K3CQW1,
Cre06.g278238,C. reinhardtii v5.6,Cre06.g278238,A8J8W7,
Cre03.g209281,C. reinhardtii v5.6,Cre03.g209281,A0A2K3DZT8,
Cre10.g419050,C. reinhardtii v5.6,ATP1B,A0A2K3D909,
Cre01.g002550,C. reinhardtii v5.6,FAP335,A0A2K3E4T2,
Cre14.g617300,C. reinhardtii v5.6,PSL3,A0A2K3CXQ3,
Cre09.g398350,C. reinhardtii v5.6,Cre09.g398350,A0A2K3DD15,
Cre06.g271100,C. reinhardtii v5.6,CDKG1,A8HVZ5,
Cre06.g288050,C. reinhardtii v5.6,MGTE,A0A2K3DQ39,
Cre01.g053100,C. reinhardtii v5.6,Cre01.g053100,A0A2K3E867,
Cre17.g715500,C. reinhardtii v5.6,Cre17.g715500,A8JDA2,
Cre13.g607000,C. reinhardtii v5.6,Cre13.g607000,A0A2K3D1J2,
Cre01.g038151,C. reinhardtii v5.6,Cre01.g038151,A0A2K3E7C0,
Cre06.g278119,C. reinhardtii v5.6,Cre06.g278119,A0A2K3DNW7,
Cre13.g587000,C. reinhardtii v5.6,Cre13.g587000,A0A2K3D0T5,
Cre06.g304850,C. reinhardtii v5.6,Cre06.g304850,A0A2K3DR81,
Cre10.g438100,C. reinhardtii v5.6,PGP2,A8IG47,
Cre10.g443000,C. reinhardtii v5.6,ATM3,A0A2K3DAM5,
Cre01.g002250,C. reinhardtii v5.6,NAT4,A0A2K3E4W7,
Cre12.g490850,C. reinhardtii v5.6,Cre12.g490850,A0A2K3D245,
Cre02.g143547,C. reinhardtii v5.6,Cre02.g143547,A0A2K3E4K5,
Cre01.g048350,C. reinhardtii v5.6,CGL53,A0A2K3E7V8,
Cre10.g454900,C. reinhardtii v5.6,PDE29,A0A2K3DBF7,
Cre02.g102200,C. reinhardtii v5.6,Cre02.g102200,A2PZB7,
Cre02.g143050,C. reinhardtii v5.6,RPP2,A8J0R4,
Cre17.g740430,C. reinhardtii v5.6,Cre17.g740430,A0A2K3CRP8,
Cre06.g296250,C. reinhardtii v5.6,SYK1,A0A2K3DQL0,
Cre08.g368050,C. reinhardtii v5.6,Cre08.g368050,A8J441,
Cre12.g506851,C. reinhardtii v5.6,BBS3A,A0A2K3D2W7,
Cre04.g217954,C. reinhardtii v5.6,Cre04.g217954,A0A2K3DTK4,
Cre03.g157250,C. reinhardtii v5.6,Cre03.g157250,A0A2K3DW48,
Cre13.g607100,C. reinhardtii v5.6,CYG6,A0A2K3D1J3,
Cre11.g468950,C. reinhardtii v5.6,QCR9,A8JC51,
Cre16.g649050,C. reinhardtii v5.6,CYG38,A0A2K3CSP9,
Cre14.g619100,C. reinhardtii v5.6,CLPR1,A0A2K3CXW8,
Cre06.g255950,C. reinhardtii v5.6,Cre06.g255950,A0A2K3DMD4,
Cre10.g439450,C. reinhardtii v5.6,Cre10.g439450,A0A2K3DAE6,
Cre10.g438550,C. reinhardtii v5.6,TATA,A8IIS8,
Cre06.g277801,C. reinhardtii v5.6,DNL7,A0A2K3DNU1,
Cre03.g174100,C. reinhardtii v5.6,Cre03.g174100,A0A2K3DX94,
Cre09.g388356,C. reinhardtii v5.6,TBC2,A8J144,
Cre09.g415850,C. reinhardtii v5.6,CAG3,Q6S7R7,
Cre03.g192400,C. reinhardtii v5.6,Cre03.g192400,A0A2K3DYE4,
Cre06.g263800,C. reinhardtii v5.6,Cre06.g263800,A0A2K3DMX2,
Cre08.g382800,C. reinhardtii v5.6,Cre08.g382800,A0A2K3DI58,
Cre06.g284450,C. reinhardtii v5.6,Cre06.g284450,A0A2K3DPV7,
Cre08.g361650,C. reinhardtii v5.6,Cre08.g361650,A0A2K3DGJ8,
Cre05.g236501,C. reinhardtii v5.6,Cre05.g236501,A0A2K3DSU2,
Cre12.g552900,C. reinhardtii v5.6,DOI1,A0A2K3D611,
Cre01.g023200,C. reinhardtii v5.6,Cre01.g023200,A8HPZ5,
Cre01.g032500,C. reinhardtii v5.6,DNJ8,A0A2K3E6U4,
Cre09.g397450,C. reinhardtii v5.6,Cre09.g397450,A0A2K3DD25,
Cre05.g234645,C. reinhardtii v5.6,Cre05.g234645,A0A2K3DSM2,
Cre12.g486800,C. reinhardtii v5.6,Cre12.g486800,A8IL55,
Cre12.g546300,C. reinhardtii v5.6,Cre12.g546300,A0A2K3D6H5,
Cre18.g748947,C. reinhardtii v5.6,Cre18.g748947,A0A2K3CNI4,
Cre13.g582755,C. reinhardtii v5.6,Cre13.g582755,A0A2K3D0H5,
Cre02.g084650,C. reinhardtii v5.6,Cre02.g084650,A0A2K3E0S6,
Cre10.g427350,C. reinhardtii v5.6,CYP39A2,A0A2K3D9K6,
Cre06.g307200,C. reinhardtii v5.6,Cre06.g307200,A8IMV0,
Cre06.g278263,C. reinhardtii v5.6,Cre06.g278263,A0A2K3DPA7,
Cre07.g329100,C. reinhardtii v5.6,Cre07.g329100,A0A2K3DJQ5,
Cre02.g086550,C. reinhardtii v5.6,CGL122,A0A2K3E0Y6,
Cre06.g274700,C. reinhardtii v5.6,OTU4,A0A2K3DNK4,
Cre01.g015250,C. reinhardtii v5.6,POLD1,A0A2K3E5T4,
Cre07.g352900,C. reinhardtii v5.6,Cre07.g352900,A0A2K3DLG7,
Cre12.g540200,C. reinhardtii v5.6,HEL58,A0A2K3D6Z4,
Cre10.g444550,C. reinhardtii v5.6,SPP1A,A0A2K3DAQ7,
Cre13.g574400,C. reinhardtii v5.6,CYG55,A0A2K3CZW6,
Cre07.g316050,C. reinhardtii v5.6,CDJ2,A0A2K3DIP9,
Cre03.g168605,C. reinhardtii v5.6,Cre03.g168605,A0A2K3DWX4,
Cre07.g332786,C. reinhardtii v5.6,PSL2,A8IGR6,
Cre10.g450400,C. reinhardtii v5.6,NUO5,Q6V9B3,
Cre02.g143000,C. reinhardtii v5.6,PLSB1,A0A2K3E3Z9,
Cre26.g756597,C. reinhardtii v5.6,Cre26.g756597,A0A2K3CN14,
Cre08.g373349,C. reinhardtii v5.6,Cre08.g373349,A0A2K3DHF6,
Cre12.g557750,C. reinhardtii v5.6,DGTT1,R9YW17,
Cre17.g698800,C. reinhardtii v5.6,Cre17.g698800,A0A2K3CNT4,
Cre07.g318702,C. reinhardtii v5.6,Cre07.g318702,A0A2K3DIV8,
Cre06.g262000,C. reinhardtii v5.6,SNR5,A0A2K3DMR0,
Cre06.g292500,C. reinhardtii v5.6,CYN23,A0A2K3DQD9,
Cre02.g093850,C. reinhardtii v5.6,Cre02.g093850,A0A2K3E1G8,
Cre02.g103450,C. reinhardtii v5.6,Cre02.g103450,A0A2K3E2F1,MYB
Cre09.g390000,C. reinhardtii v5.6,Cre09.g390000,A0A2K3DDK3,
Cre05.g233600,C. reinhardtii v5.6,Cre05.g233600,A0A2K3DRT5,
Cre11.g467763,C. reinhardtii v5.6,Cre11.g467763,A0A2K3D7Y5,
Cre05.g235500,C. reinhardtii v5.6,KIN7-1,A0A2K3DSR2,
Cre06.g308500,C. reinhardtii v5.6,CMP2,A8IMN5,
Cre01.g013900,C. reinhardtii v5.6,Cre01.g013900,A0A2K3E5Q5,
Cre12.g494750,C. reinhardtii v5.6,PRPS20,A8JDN4,
Cre03.g194517,C. reinhardtii v5.6,Cre03.g194517,A0A2K3DYI7,
Cre09.g404650,C. reinhardtii v5.6,Cre09.g404650,A0A2K3DCK6,
Cre01.g026550,C. reinhardtii v5.6,CCT7,A0A2K3E6E9,
Cre02.g146300,C. reinhardtii v5.6,Cre02.g146300,A0A2K3E3P1,
Cre02.g091950,C. reinhardtii v5.6,CYG45,A0A2K3E1B0,
Cre09.g393136,C. reinhardtii v5.6,Cre09.g393136,A0A2K3DEC1,
Cre09.g386700,C. reinhardtii v5.6,KIN13-1,A0A2K3DCE9,
Cre11.g479900,C. reinhardtii v5.6,Cre11.g479900,A8J761,
Cre09.g406851,C. reinhardtii v5.6,CDH1,A0A2K3DFB9,
Cre06.g291850,C. reinhardtii v5.6,Cre06.g291850,A0A2K3DQB9,
Cre16.g662500,C. reinhardtii v5.6,Cre16.g662500,A0A2K3CTL7,
Cre06.g275150,C. reinhardtii v5.6,CGL69,A0A2K3DNL2,
Cre12.g507350,C. reinhardtii v5.6,Cre12.g507350,A0A2K3D2V0,
Cre12.g537050,C. reinhardtii v5.6,Cre12.g537050,A8IVG9,
Cre02.g092500,C. reinhardtii v5.6,UPF1,A0A2K3E1C7,
Cre10.g435650,C. reinhardtii v5.6,HPT1,A0A2K3DA60,
Cre17.g741000,C. reinhardtii v5.6,Cre17.g741000,A8JE83,
Cre12.g496450,C. reinhardtii v5.6,RRP4,A0A2K3D3J5,
Cre06.g252450,C. reinhardtii v5.6,Cre06.g252450,A0A2K3DM13,
Cre07.g335000,C. reinhardtii v5.6,Cre07.g335000,A0A2K3DK56,
Cre12.g524850,C. reinhardtii v5.6,Cre12.g524850,A0A2K3D4C1,
Cre17.g745797,C. reinhardtii v5.6,Cre17.g745797,A0A2K3CS28,
Cre13.g605800,C. reinhardtii v5.6,Cre13.g605800,A0A2K3D1G2,
Cre06.g281950,C. reinhardtii v5.6,Cre06.g281950,A0A2K3DPP5,
Cre05.g244800,C. reinhardtii v5.6,Cre05.g244800,A0A2K3DSB1,
Cre01.g006301,C. reinhardtii v5.6,Cre01.g006301,,
Cre16.g671600,C. reinhardtii v5.6,Cre16.g671600,A0A2K3CVP9,
Cre16.g681450,C. reinhardtii v5.6,ANK6,A0A2K3CV23,
Cre14.g618450,C. reinhardtii v5.6,Cre14.g618450,A0A2K3CXS4,
Cre07.g329350,C. reinhardtii v5.6,Cre07.g329350,A0A2K3DJU0,
Cre06.g302000,C. reinhardtii v5.6,MFP31,A0A2K3DR04,
Cre10.g459950,C. reinhardtii v5.6,Cre10.g459950,A0A2K3DBT8,
Cre06.g288650,C. reinhardtii v5.6,Cre06.g288650,A0A2K3DQ46,
Cre16.g683707,C. reinhardtii v5.6,Cre16.g683707,A0A2K3CW20,
Cre07.g314600,C. reinhardtii v5.6,RPI2,A8I668,
Cre09.g393395,C. reinhardtii v5.6,Cre09.g393395,A0A2K3DEC9,
Cre17.g727950,C. reinhardtii v5.6,RPN2,A0A2K3CQS9,
Cre10.g446900,C. reinhardtii v5.6,Cre10.g446900,A0A2K3DAW8,
Cre16.g666150,C. reinhardtii v5.6,DCC2,A8JF70,
Cre06.g301802,C. reinhardtii v5.6,Cre06.g301802,A0A2K3DR02,
Cre14.g632775,C. reinhardtii v5.6,Cre14.g632775,A0A2K3CYU3,
Cre17.g733800,C. reinhardtii v5.6,Cre17.g733800,A0A2K3CR70,
Cre17.g742550,C. reinhardtii v5.6,Cre17.g742550,A8JEB4,
Cre17.g726700,C. reinhardtii v5.6,Cre17.g726700,A0A2K3CQN8,
Cre16.g665100,C. reinhardtii v5.6,CAV3,A0A2K3CTS2,
Cre07.g327400,C. reinhardtii v5.6,NUO9,A8IHL3,
Cre07.g354600,C. reinhardtii v5.6,Cre07.g354600,A0A2K3DLI6,
Cre09.g386912,C. reinhardtii v5.6,Cre09.g386912,A8J110,
Cre02.g082700,C. reinhardtii v5.6,COX15,A0A2K3E0L0,
Cre16.g656350,C. reinhardtii v5.6,Cre16.g656350,A0A2K3CT82,
Cre12.g523150,C. reinhardtii v5.6,PFD5,A0A2K3D482,
Cre09.g388504,C. reinhardtii v5.6,Cre09.g388504,A0A2K3DDX5,
Cre16.g672397,C. reinhardtii v5.6,Cre16.g672397,A0A2K3CTY6,
Cre04.g228850,C. reinhardtii v5.6,Cre04.g228850,A0A2K3DUT0,
Cre06.g258200,C. reinhardtii v5.6,Cre06.g258200,A0A2K3DMH1,
Cre06.g301500,C. reinhardtii v5.6,Cre06.g301500,A0A2K3DR09,
Cre07.g340600,C. reinhardtii v5.6,MCP21,A0A2K3DKI4,
Cre06.g260950,C. reinhardtii v5.6,Cre06.g260950,A0A2K3DMQ6,
Cre02.g143350,C. reinhardtii v5.6,PDE6,A0A2K3E413,
Cre07.g330300,C. reinhardtii v5.6,Cre07.g330300,A0A2K3DJU4,
Cre03.g164101,C. reinhardtii v5.6,LSM7,A8IFM6,
Cre09.g389060,C. reinhardtii v5.6,Cre09.g389060,A0A2K3DE00,
Cre13.g571150,C. reinhardtii v5.6,NUOP1,Q6QAY2,
Cre03.g177950,C. reinhardtii v5.6,Cre03.g177950,A0A2K3DXJ4,
Cre09.g410800,C. reinhardtii v5.6,NRT2.2,Q39609,
