Gene_id,Version,Gene_names,Uniprot_id,TF
Cre01.g039350,C. reinhardtii v5.6,NCR2,A0A2K3E7B7,
Cre12.g484350,C. reinhardtii v5.6,Cre12.g484350,A0A2K3D1M9,
Cre06.g305750,C. reinhardtii v5.6,Cre06.g305750,A0A2K3DRB3,
Cre11.g467601,C. reinhardtii v5.6,Cre11.g467601,A8JA57,
Cre09.g395880,C. reinhardtii v5.6,Cre09.g395880,A0A2K3DEJ5,
Cre10.g433950,C. reinhardtii v5.6,Cre10.g433950,A8IAW5,
Cre04.g217921,C. reinhardtii v5.6,COPB1,A0A2K3DTG4,
Cre08.g372800,C. reinhardtii v5.6,Cre08.g372800,A0A2K3DHC5,
Cre06.g311050,C. reinhardtii v5.6,Cre06.g311050,A0A2K3DRM7,
Cre09.g387500,C. reinhardtii v5.6,OPR38,A0A2K3DDQ3,
Cre12.g538500,C. reinhardtii v5.6,Cre12.g538500,A0A2K3D5C1,
Cre11.g467730,C. reinhardtii v5.6,Cre11.g467730,A0A2K3D7U9,
Cre06.g301100,C. reinhardtii v5.6,Cre06.g301100,A8INP6,
Cre02.g147900,C. reinhardtii v5.6,PYK5,A0A2K3E3L1,
Cre07.g337650,C. reinhardtii v5.6,PDC1,A0A2K3DKC3,
Cre04.g225650,C. reinhardtii v5.6,Cre04.g225650,A8IT67,
Cre03.g157300,C. reinhardtii v5.6,CAF1,A0A2K3DW42,
Cre03.g183000,C. reinhardtii v5.6,Cre03.g183000,A0A2K3DXW7,
Cre09.g388875,C. reinhardtii v5.6,Cre09.g388875,A0A2K3DDZ2,
Cre17.g734628,C. reinhardtii v5.6,Cre17.g734628,A8IW57,
Cre05.g240300,C. reinhardtii v5.6,Cre05.g240300,A0A2K3DT54,
Cre09.g402450,C. reinhardtii v5.6,Cre09.g402450,A0A2K3DCQ1,
Cre17.g728250,C. reinhardtii v5.6,Cre17.g728250,A0A2K3CQS6,
Cre12.g540650,C. reinhardtii v5.6,Cre12.g540650,A0A2K3D6Y5,
Cre03.g162900,C. reinhardtii v5.6,Cre03.g162900,A0A2K3DWJ0,
Cre02.g074900,C. reinhardtii v5.6,Cre02.g074900,A0A2K3E038,
Cre03.g160200,C. reinhardtii v5.6,PFH12,A8J7D3,
Cre01.g040200,C. reinhardtii v5.6,WNK2,A0A2K3E7B5,
Cre17.g697950,C. reinhardtii v5.6,AAA3,A0A2K3CNR3,
Cre03.g202400,C. reinhardtii v5.6,MCP10,A0A2K3DZB9,
Cre09.g409350,C. reinhardtii v5.6,RLI1,A0A2K3DFI2,
Cre13.g574900,C. reinhardtii v5.6,FAP228,A0A2K3CZX6,
Cre02.g119950,C. reinhardtii v5.6,Cre02.g119950,A0A2K3E3J6,
Cre16.g689500,C. reinhardtii v5.6,Cre16.g689500,A0A2K3CU60,
Cre05.g237700,C. reinhardtii v5.6,NOP10,A8J8A6,
Cre12.g498000,C. reinhardtii v5.6,Cre12.g498000,A0A2K3D3H2,
Cre12.g525200,C. reinhardtii v5.6,NOP56,A0A2K3D4E7,
Cre02.g112200,C. reinhardtii v5.6,Cre02.g112200,A0A2K3E314,
Cre04.g216550,C. reinhardtii v5.6,Cre04.g216550,A0A2K3DTA2,
Cre03.g191900,C. reinhardtii v5.6,Cre03.g191900,A0A2K3DYD0,
Cre10.g441850,C. reinhardtii v5.6,Cre10.g441850,A0A2K3DAK0,
Cre16.g682369,C. reinhardtii v5.6,CTP1,A0A2K3CU24,
Cre08.g373200,C. reinhardtii v5.6,Cre08.g373200,A0A2K3DHC0,
Cre07.g346000,C. reinhardtii v5.6,Cre07.g346000,A0A2K3DKX7,
Cre05.g246900,C. reinhardtii v5.6,Cre05.g246900,A0A2K3DS74,
Cre04.g232402,C. reinhardtii v5.6,Cre04.g232402,A0A2K3DUY5,
Cre06.g286950,C. reinhardtii v5.6,Cre06.g286950,A0A2K3DQ25,
Cre12.g484150,C. reinhardtii v5.6,Cre12.g484150,A0A2K3D1N3,
Cre03.g156250,C. reinhardtii v5.6,FAP186,A0A2K3DW14,
Cre07.g340850,C. reinhardtii v5.6,CYP743A2,A8ITR3,
Cre09.g400738,C. reinhardtii v5.6,Cre09.g400738,A0A2K3DF06,
Cre16.g694850,C. reinhardtii v5.6,NGS1,A0A2K3CSB8,
Cre10.g430501,C. reinhardtii v5.6,Cre10.g430501,A0A2K3D9U2,
Cre01.g016350,C. reinhardtii v5.6,Cre01.g016350,A0A2K3E5V5,
Cre07.g354700,C. reinhardtii v5.6,CSC4,A0A2K3DLK9,
Cre03.g189400,C. reinhardtii v5.6,TSS2,A8IRT6,
Cre04.g226200,C. reinhardtii v5.6,Cre04.g226200,A0A2K3DUN0,
Cre13.g605900,C. reinhardtii v5.6,Cre13.g605900,A0A2K3D1G6,
Cre04.g219150,C. reinhardtii v5.6,Cre04.g219150,A0A2K3DU39,
Cre03.g177450,C. reinhardtii v5.6,Cre03.g177450,A0A2K3DXJ2,
Cre03.g204250,C. reinhardtii v5.6,SAH1,A8IXE0,
Cre02.g142206,C. reinhardtii v5.6,Cre02.g142206,A0A2K3E4D4,
Cre07.g340900,C. reinhardtii v5.6,Cre07.g340900,A0A2K3DKQ2,
Cre03.g200050,C. reinhardtii v5.6,CAL1,A8IXR0,
Cre10.g450000,C. reinhardtii v5.6,Cre10.g450000,A0A2K3DB34,
Cre07.g336200,C. reinhardtii v5.6,Cre07.g336200,A0A2K3DKA3,
Cre10.g464325,C. reinhardtii v5.6,Cre10.g464325,A0A2K3DC53,
Cre10.g444850,C. reinhardtii v5.6,CAV7,A0A2K3DAR0,
Cre07.g326800,C. reinhardtii v5.6,Cre07.g326800,A8IHM8,
Cre01.g026450,C. reinhardtii v5.6,SRS1,A8HQ72,
Cre08.g367300,C. reinhardtii v5.6,Cre08.g367300,A0A2K3DGY3,
Cre02.g096100,C. reinhardtii v5.6,Cre02.g096100,A0A2K3E1X9,
Cre05.g233551,C. reinhardtii v5.6,Cre05.g233551,A0A2K3DRT2,SBP
Cre03.g207400,C. reinhardtii v5.6,Cre03.g207400,A0A2K3DYX8,
Cre04.g217903,C. reinhardtii v5.6,Cre04.g217903,A0A2K3DTD8,
Cre03.g201450,C. reinhardtii v5.6,Cre03.g201450,A0A2K3DZC9,
Cre16.g691050,C. reinhardtii v5.6,Cre16.g691050,A0A2K3CSJ2,
Cre06.g295150,C. reinhardtii v5.6,Cre06.g295150,A0A2K3DQJ0,
Cre02.g075150,C. reinhardtii v5.6,RPB2,A0A2K3E045,
Cre03.g145247,C. reinhardtii v5.6,TEF11,A8J328,
Cre08.g358200,C. reinhardtii v5.6,Cre08.g358200,A0A2K3DG59,
Cre06.g272850,C. reinhardtii v5.6,PRPL10,A8HVP7,
Cre02.g142687,C. reinhardtii v5.6,FAP332,,
Cre06.g283800,C. reinhardtii v5.6,Cre06.g283800,A0A2K3DPU1,
Cre11.g481126,C. reinhardtii v5.6,Cre11.g481126,A0A2K3D8R9,
Cre02.g095046,C. reinhardtii v5.6,Cre02.g095046,A0A2K3E1M7,
Cre17.g709550,C. reinhardtii v5.6,Cre17.g709550,A0A2K3CPJ4,
Cre16.g654550,C. reinhardtii v5.6,Cre16.g654550,A0A2K3CT32,
Cre12.g490000,C. reinhardtii v5.6,EIF2A,A0A2K3D261,
Cre03.g154350,C. reinhardtii v5.6,COX2A,Q9AU05,
Cre04.g227568,C. reinhardtii v5.6,Cre04.g227568,A0A2K3DUQ7,
Cre17.g726200,C. reinhardtii v5.6,Cre17.g726200,A0A2K3CQM5,
Cre17.g734548,C. reinhardtii v5.6,Cre17.g734548,A0A2K3CR97,
Cre06.g260350,C. reinhardtii v5.6,DNJ6,A0A2K3DMQ4,
Cre06.g260000,C. reinhardtii v5.6,Cre06.g260000,A0A2K3DMN1,
Cre02.g103250,C. reinhardtii v5.6,MRP5,A0A2K3E2F8,
Cre16.g668550,C. reinhardtii v5.6,Cre16.g668550,A0A2K3CUD6,
Cre17.g738450,C. reinhardtii v5.6,Cre17.g738450,A0A2K3CRK0,
Cre10.g439900,C. reinhardtii v5.6,HSP70G,A0A2K3DAF7,
Cre03.g194900,C. reinhardtii v5.6,CYA4,A0A2K3DYL3,
Cre03.g205900,C. reinhardtii v5.6,DCA1,Q5K1Y0,
Cre16.g689087,C. reinhardtii v5.6,Cre16.g689087,A8JAH1,
Cre09.g395695,C. reinhardtii v5.6,Cre09.g395695,A0A2K3DEK6,
Cre10.g440250,C. reinhardtii v5.6,PGM19,A0A2K3DAG1,
Cre10.g456700,C. reinhardtii v5.6,CASC3,A0A2K3DBK7,
Cre05.g232900,C. reinhardtii v5.6,Cre05.g232900,A0A2K3DS02,
Cre16.g656950,C. reinhardtii v5.6,Cre16.g656950,A0A2K3CT91,
Cre01.g022650,C. reinhardtii v5.6,Cre01.g022650,A8HPY4,
Cre10.g426450,C. reinhardtii v5.6,Cre10.g426450,A0A2K3D9I1,
Cre11.g479450,C. reinhardtii v5.6,Cre11.g479450,A0A2K3D8K7,
Cre06.g257450,C. reinhardtii v5.6,ATPVL1,A8HXZ5,
Cre12.g520350,C. reinhardtii v5.6,ALD1,A8J5Z8,
Cre06.g265800,C. reinhardtii v5.6,PRPL28,A8HWS8,
Cre09.g392900,C. reinhardtii v5.6,Cre09.g392900,A0A2K3DDC5,
Cre08.g359567,C. reinhardtii v5.6,Cre08.g359567,A0A2K3DGD2,
Cre04.g218250,C. reinhardtii v5.6,FAP313,A8ISN6,
Cre08.g385200,C. reinhardtii v5.6,SMP3,A8IYZ2,
Cre04.g214750,C. reinhardtii v5.6,VMP7,A0A2K3DTS0,
Cre09.g392750,C. reinhardtii v5.6,Cre09.g392750,A0A2K3DDE3,
Cre08.g373916,C. reinhardtii v5.6,Cre08.g373916,A0A2K3DHL2,
Cre10.g445000,C. reinhardtii v5.6,SLT2,D2K6F1,
Cre06.g308350,C. reinhardtii v5.6,Cre06.g308350,A8IMP0,
Cre06.g279150,C. reinhardtii v5.6,TSD2,A8J1X8,
Cre04.g218750,C. reinhardtii v5.6,THB4,R9RY64,
Cre12.g534350,C. reinhardtii v5.6,HCD2,A0A2K3D509,
Cre11.g480725,C. reinhardtii v5.6,Cre11.g480725,A0A2K3D8Q0,
Cre04.g214500,C. reinhardtii v5.6,IDH3,A0A2K3DTT8,
Cre07.g343700,C. reinhardtii v5.6,OGD2,A8ITS8,
Cre07.g334700,C. reinhardtii v5.6,Cre07.g334700,A8JCL2,
Cre03.g144847,C. reinhardtii v5.6,PYK4,A0A2K3DV78,
Cre07.g328600,C. reinhardtii v5.6,Cre07.g328600,A0A2K3DJQ2,
Cre03.g146587,C. reinhardtii v5.6,Cre03.g146587,A8J2V7,
Cre12.g552650,C. reinhardtii v5.6,PAP8,A0A2K3D616,
Cre12.g549450,C. reinhardtii v5.6,Cre12.g549450,A0A2K3D692,
Cre04.g223400,C. reinhardtii v5.6,Cre04.g223400,A0A2K3DUH0,
Cre10.g418350,C. reinhardtii v5.6,Cre10.g418350,A0A2K3D8Z5,
Cre13.g602750,C. reinhardtii v5.6,Cre13.g602750,A0A2K3D1C5,
Cre03.g176250,C. reinhardtii v5.6,ATPVD1,A8IDY0,
Cre09.g387950,C. reinhardtii v5.6,Cre09.g387950,A0A2K3DDP4,
Cre06.g298750,C. reinhardtii v5.6,AOT4,A8IP12,
Cre06.g305350,C. reinhardtii v5.6,Cre06.g305350,A0A2K3DRA3,
Cre14.g611450,C. reinhardtii v5.6,PLAP7,A0A2K3CX90,
Cre03.g187300,C. reinhardtii v5.6,Cre03.g187300,A0A2K3DY67,
Cre06.g259100,C. reinhardtii v5.6,Cre06.g259100,A0A2K3DMK6,
Cre07.g354350,C. reinhardtii v5.6,CYP743B1,A0A2K3DLJ8,
Cre13.g569050,C. reinhardtii v5.6,Cre13.g569050,A0A2K3CZI6,
Cre03.g180800,C. reinhardtii v5.6,HDA16,A0A2K3DXQ9,
Cre02.g119651,C. reinhardtii v5.6,Cre02.g119651,A0A2K3E3K2,
Cre04.g221050,C. reinhardtii v5.6,Cre04.g221050,A0A2K3DUC1,
Cre16.g650625,C. reinhardtii v5.6,Cre16.g650625,A0A2K3CSW8,
Cre10.g432250,C. reinhardtii v5.6,Cre10.g432250,A0A2K3D9Y1,
Cre02.g095045,C. reinhardtii v5.6,Cre02.g095045,A0A2K3E1L1,
Cre03.g194350,C. reinhardtii v5.6,Cre03.g194350,A0A2K3DYI3,
Cre17.g723450,C. reinhardtii v5.6,FAP13,A0A2K3CQG1,
Cre16.g650600,C. reinhardtii v5.6,MST1,A8J9H7,
Cre01.g022100,C. reinhardtii v5.6,Cre01.g022100,A0A2K3E665,
Cre02.g096150,C. reinhardtii v5.6,MSD1,A8I2E0,
Cre16.g683450,C. reinhardtii v5.6,AGP2,A0A2K3CUX3,
Cre13.g564350,C. reinhardtii v5.6,Cre13.g564350,A0A2K3CZ56,
Cre04.g217400,C. reinhardtii v5.6,Cre04.g217400,A0A2K3DTD1,
Cre06.g298300,C. reinhardtii v5.6,MRL1,A0A2K3DQS0,
Cre01.g052850,C. reinhardtii v5.6,Cre01.g052850,A0A2K3E862,
Cre14.g616750,C. reinhardtii v5.6,PEX5,A8HNS4,
Cre18.g749447,C. reinhardtii v5.6,AHD1,A0A2K3CNJ5,
Cre14.g619166,C. reinhardtii v5.6,CSK6,A0A2K3CXV1,
Cre03.g171350,C. reinhardtii v5.6,SEC61A,A8IEL6,
Cre02.g088651,C. reinhardtii v5.6,Cre02.g088651,A0A2K3E131,
Cre03.g213201,C. reinhardtii v5.6,CCS2,A0A2K3DZZ5,
Cre04.g221200,C. reinhardtii v5.6,CGL109,A0A2K3DU88,
Cre04.g217200,C. reinhardtii v5.6,Cre04.g217200,A0A2K3DTC5,
Cre13.g570801,C. reinhardtii v5.6,Cre13.g570801,A0A2K3CZR3,
Cre16.g661400,C. reinhardtii v5.6,Cre16.g661400,A0A2K3CTK2,
Cre07.g347200,C. reinhardtii v5.6,Cre07.g347200,A0A2K3DL01,
Cre12.g545619,C. reinhardtii v5.6,Cre12.g545619,A0A2K3D6J5,
Cre02.g109050,C. reinhardtii v5.6,OPR5,A0A2K3E2S5,
Cre17.g724850,C. reinhardtii v5.6,Cre17.g724850,A0A2K3CQJ9,
Cre01.g048400,C. reinhardtii v5.6,Cre01.g048400,A0A2K3E7V4,
Cre16.g650950,C. reinhardtii v5.6,Cre16.g650950,A0A2K3CSW5,
Cre08.g363874,C. reinhardtii v5.6,Cre08.g363874,A0A2K3DGQ5,
Cre06.g282900,C. reinhardtii v5.6,Cre06.g282900,A8J246,
Cre06.g250950,C. reinhardtii v5.6,Cre06.g250950,A8HYQ9,C3H
Cre01.g015950,C. reinhardtii v5.6,CPL11,A8HPK7,
Cre13.g585301,C. reinhardtii v5.6,CPLD55,H1AFJ8,
Cre14.g626400,C. reinhardtii v5.6,CYP743C1,A0A2K3CYC3,
Cre13.g567850,C. reinhardtii v5.6,Cre13.g567850,A0A2K3CZF8,
Cre05.g234100,C. reinhardtii v5.6,CYP745A1,A0A2K3DRX5,
Cre12.g530000,C. reinhardtii v5.6,Cre12.g530000,A0A2K3D4S2,
Cre13.g563800,C. reinhardtii v5.6,MYO3,A0A2K3CZ40,
Cre14.g627000,C. reinhardtii v5.6,Cre14.g627000,A0A2K3CYG2,
Cre03.g195388,C. reinhardtii v5.6,Cre03.g195388,A8IWP2,
Cre03.g197050,C. reinhardtii v5.6,HTV2,A0A2K3DYP5,
Cre03.g151400,C. reinhardtii v5.6,Cre03.g151400,A0A2K3DVQ1,
Cre13.g562526,C. reinhardtii v5.6,Cre13.g562526,A0A2K3CZ05,
Cre14.g612450,C. reinhardtii v5.6,PRPL15,A0A2K3CXF2,
Cre06.g300750,C. reinhardtii v5.6,Cre06.g300750,A0A2K3DR41,
Cre17.g727600,C. reinhardtii v5.6,Cre17.g727600,A0A2K3CQQ3,
Cre09.g397771,C. reinhardtii v5.6,OPR117,A0A2K3DER7,
Cre15.g635650,C. reinhardtii v5.6,Cre15.g635650,A0A0M5MUP5,
Cre06.g265950,C. reinhardtii v5.6,DHC3,A0A2K3DN16,
Cre09.g402256,C. reinhardtii v5.6,Cre09.g402256,A0A2K3DF50,
Cre12.g483800,C. reinhardtii v5.6,Cre12.g483800,A0A2K3D1M4,
Cre10.g425200,C. reinhardtii v5.6,Cre10.g425200,A0A2K3D9F7,
Cre12.g520650,C. reinhardtii v5.6,TLP1,A8J5Y5,
Cre07.g325753,C. reinhardtii v5.6,Cre07.g325753,A0A2K3DJH9,
Cre17.g700450,C. reinhardtii v5.6,Cre17.g700450,A0A2K3CNX1,
Cre07.g332800,C. reinhardtii v5.6,Cre07.g332800,A0A2K3DK03,
Cre06.g299650,C. reinhardtii v5.6,CLPR6,A8INX1,
Cre11.g482800,C. reinhardtii v5.6,Cre11.g482800,A0A2K3D8U4,
Cre12.g532100,C. reinhardtii v5.6,Cre12.g532100,A0A2K3D4W3,
Cre08.g372250,C. reinhardtii v5.6,Cre08.g372250,A0A2K3DH98,
Cre15.g641800,C. reinhardtii v5.6,RAB8,A0A2K3CWV9,
Cre12.g550450,C. reinhardtii v5.6,Cre12.g550450,A0A2K3D682,
Cre15.g640850,C. reinhardtii v5.6,Cre15.g640850,A0A2K3CWE8,
Cre06.g311450,C. reinhardtii v5.6,Cre06.g311450,A0A2K3DRP9,
Cre14.g616550,C. reinhardtii v5.6,CYG50,A0A2K3CXN5,
Cre10.g458450,C. reinhardtii v5.6,GPX5,O22448,
Cre13.g606350,C. reinhardtii v5.6,Cre13.g606350,A0A2K3D1G5,
Cre16.g648350,C. reinhardtii v5.6,PDY2,A0A2K3CSN7,
Cre02.g081250,C. reinhardtii v5.6,Cre02.g081250,A0A2K3E0L8,
Cre13.g567700,C. reinhardtii v5.6,HAV2,A8HRZ9,
Cre17.g701200,C. reinhardtii v5.6,RPL14,A8IQE3,
Cre16.g687400,C. reinhardtii v5.6,Cre16.g687400,A0A2K3CUL9,
Cre14.g619800,C. reinhardtii v5.6,SPO11B,A0A2K3CXW1,
Cre16.g694450,C. reinhardtii v5.6,DNJ36,A0A2K3CSC6,
Cre09.g395769,C. reinhardtii v5.6,FAP177,A0A2K3DEL0,
Cre07.g320950,C. reinhardtii v5.6,Cre07.g320950,A0A2K3DJ15,
Cre12.g515000,C. reinhardtii v5.6,Cre12.g515000,A0A2K3D3N6,
Cre01.g041200,C. reinhardtii v5.6,Cre01.g041200,A0A2K3E7E1,
Cre02.g073650,C. reinhardtii v5.6,PRP19,A8I9S6,
Cre10.g431350,C. reinhardtii v5.6,TGL16,A8IBA6,
Cre16.g665700,C. reinhardtii v5.6,Cre16.g665700,A8JF78,
Cre10.g419200,C. reinhardtii v5.6,Cre10.g419200,A0A2K3D922,
Cre02.g091200,C. reinhardtii v5.6,Cre02.g091200,A0A2K3E190,
Cre12.g558650,C. reinhardtii v5.6,EIF2BD,A0A2K3D5N4,
Cre10.g430800,C. reinhardtii v5.6,Cre10.g430800,A0A2K3D9V4,
Cre10.g461450,C. reinhardtii v5.6,Cre10.g461450,A0A2K3DBX0,
Cre03.g186250,C. reinhardtii v5.6,Cre03.g186250,A8IRM2,
Cre06.g260400,C. reinhardtii v5.6,FAP287,A8HXJ7,
Cre11.g467720,C. reinhardtii v5.6,Cre11.g467720,A0A2K3D7U2,
Cre03.g194950,C. reinhardtii v5.6,RPOD,Q8LK21,
Cre13.g602650,C. reinhardtii v5.6,Cre13.g602650,A0A2K3D1A1,
Cre11.g467749,C. reinhardtii v5.6,Cre11.g467749,A0A2K3D7W7,
Cre08.g358250,C. reinhardtii v5.6,MCA1,Q9AXF7,
Cre17.g746947,C. reinhardtii v5.6,Cre17.g746947,A0A2K3CS42,
Cre01.g007050,C. reinhardtii v5.6,CPLD11,A8JCY0,
Cre06.g258733,C. reinhardtii v5.6,LEU2,A0A2K3DMI3,
Cre04.g228800,C. reinhardtii v5.6,Cre04.g228800,A0A2K3DUV0,
Cre06.g287600,C. reinhardtii v5.6,Cre06.g287600,A0A2K3DQ24,
Cre15.g635700,C. reinhardtii v5.6,MAPKKK12,A0A2K3CWF0,
Cre04.g228350,C. reinhardtii v5.6,DLA4,A0A2K3DUS0,
Cre16.g685500,C. reinhardtii v5.6,Cre16.g685500,A0A2K3CUS2,
Cre17.g745447,C. reinhardtii v5.6,MAPK4,A0A2K3CS15,
Cre03.g193800,C. reinhardtii v5.6,TSN1,A0A2K3DYJ4,
Cre14.g617050,C. reinhardtii v5.6,Cre14.g617050,A0A2K3CXN7,
Cre09.g416750,C. reinhardtii v5.6,CCT2,A0A2K3DG23,
Cre09.g392766,C. reinhardtii v5.6,Cre09.g392766,A0A2K3DEA5,
Cre17.g741050,C. reinhardtii v5.6,COV1,A8JE84,
Cre06.g307350,C. reinhardtii v5.6,Cre06.g307350,A0A2K3DRL3,
Cre09.g396587,C. reinhardtii v5.6,Cre09.g396587,A0A2K3DEL8,
Cre13.g602350,C. reinhardtii v5.6,Cre13.g602350,A0A2K3D197,
Cre10.g418100,C. reinhardtii v5.6,POA3,A8ID63,
Cre12.g494100,C. reinhardtii v5.6,Cre12.g494100,A0A2K3D1T9,
Cre09.g387750,C. reinhardtii v5.6,Cre09.g387750,A0A2K3DDQ6,
Cre13.g562450,C. reinhardtii v5.6,IPB3,A0A2K3CZ13,
Cre12.g494850,C. reinhardtii v5.6,ADK3,A8JDN2,
Cre01.g066187,C. reinhardtii v5.6,ZRT4,A0A2K3E8I0,
Cre03.g187500,C. reinhardtii v5.6,Cre03.g187500,A0A2K3DY49,
Cre09.g392542,C. reinhardtii v5.6,Cre09.g392542,A0A2K3DEA3,
Cre09.g391753,C. reinhardtii v5.6,Cre09.g391753,A0A2K3DDG4,
Cre02.g095105,C. reinhardtii v5.6,Cre02.g095105,A8JEJ9,
Cre08.g365400,C. reinhardtii v5.6,PRPL31,A8J3Z3,
Cre01.g008850,C. reinhardtii v5.6,HLM2,A0A2K3E5D5,
Cre08.g367550,C. reinhardtii v5.6,FAP291,A0A2K3DGZ5,
Cre09.g397327,C. reinhardtii v5.6,Cre09.g397327,A0A2K3DEN6,
Cre07.g316100,C. reinhardtii v5.6,Cre07.g316100,A0A2K3DIP7,
Cre08.g358534,C. reinhardtii v5.6,Cre08.g358534,A0A2K3DG76,GATA
Cre07.g333150,C. reinhardtii v5.6,Cre07.g333150,A0A2K3DK07,
Cre09.g390152,C. reinhardtii v5.6,Cre09.g390152,A0A2K3DDK0,
Cre13.g579950,C. reinhardtii v5.6,Cre13.g579950,A0A2K3D0B1,
Cre13.g603850,C. reinhardtii v5.6,Cre13.g603850,A0A2K3D1B5,
Cre08.g379400,C. reinhardtii v5.6,Cre08.g379400,A0A2K3DHX7,
Cre16.g659400,C. reinhardtii v5.6,Cre16.g659400,A0A2K3CTH4,
Cre14.g631050,C. reinhardtii v5.6,Cre14.g631050,A0A2K3CYR4,
Cre06.g273000,C. reinhardtii v5.6,Cre06.g273000,A8HVN9,
Cre01.g070932,C. reinhardtii v5.6,Cre01.g070932,A0A2K3E8I6,SBP
Cre02.g100100,C. reinhardtii v5.6,Cre02.g100100,A0A2K3E275,AP2
Cre06.g264200,C. reinhardtii v5.6,SDH2,A8HX04,
Cre09.g404950,C. reinhardtii v5.6,Cre09.g404950,A0A2K3DCJ6,
Cre01.g055453,C. reinhardtii v5.6,ALS2,A0A2K3E8D8,
Cre03.g210177,C. reinhardtii v5.6,Cre03.g210177,A8JBV7,
Cre12.g541600,C. reinhardtii v5.6,Cre12.g541600,A8IYW5,
Cre09.g390319,C. reinhardtii v5.6,Cre09.g390319,A0A2K3DE29,
Cre06.g273800,C. reinhardtii v5.6,Cre06.g273800,A0A2K3DNI5,
Cre06.g294650,C. reinhardtii v5.6,AGT1,A8JFJ2,
Cre01.g023400,C. reinhardtii v5.6,Cre01.g023400,A0A2K3E688,
Cre17.g707137,C. reinhardtii v5.6,Cre17.g707137,A0A2K3CPF0,
Cre10.g455500,C. reinhardtii v5.6,Cre10.g455500,A8I0F0,
Cre08.g365692,C. reinhardtii v5.6,SIR4,A0A2K3DGU2,
Cre02.g144600,C. reinhardtii v5.6,PTB9,A0A2K3E3X0,
Cre02.g095900,C. reinhardtii v5.6,ROC114,B1B5J9,
Cre06.g271850,C. reinhardtii v5.6,Cre06.g271850,A0A2K3DNE2,
Cre13.g583935,C. reinhardtii v5.6,Cre13.g583935,A0A2K3D0K8,
Cre16.g675300,C. reinhardtii v5.6,PHT8,A0A2K3CVG1,
Cre08.g373348,C. reinhardtii v5.6,Cre08.g373348,A0A2K3DHE6,
Cre02.g086600,C. reinhardtii v5.6,Cre02.g086600,A8I8N5,
Cre16.g665400,C. reinhardtii v5.6,SMP9,A0A2K3CTT9,
Cre16.g672200,C. reinhardtii v5.6,Cre16.g672200,A0A2K3CVN2,
Cre17.g696950,C. reinhardtii v5.6,Cre17.g696950,A0A2K3CNN4,
Cre02.g113200,C. reinhardtii v5.6,GLN1,A0A2K3E350,
Cre04.g224150,C. reinhardtii v5.6,Cre04.g224150,A0A2K3DUH4,
Cre09.g411200,C. reinhardtii v5.6,TEF5,A8J4Q7,
Cre03.g194500,C. reinhardtii v5.6,Cre03.g194500,A0A2K3DYI8,
Cre10.g453050,C. reinhardtii v5.6,CYCM1,A0A2K3DBB2,
Cre06.g278254,C. reinhardtii v5.6,Cre06.g278254,A0A2K3DPC1,
Cre02.g103850,C. reinhardtii v5.6,HIS3,A8I4F6,
Cre03.g160350,C. reinhardtii v5.6,ANK7,A0A2K3DWC6,
Cre01.g029950,C. reinhardtii v5.6,Cre01.g029950,A0A2K3E6N3,
Cre06.g310450,C. reinhardtii v5.6,Cre06.g310450,A0A2K3DRL9,
Cre05.g233850,C. reinhardtii v5.6,Cre05.g233850,A0A2K3DRS6,
Cre09.g389850,C. reinhardtii v5.6,Cre09.g389850,A0A2K3DDK8,
Cre03.g158500,C. reinhardtii v5.6,Cre03.g158500,A0A2K3DW78,
Cre17.g745097,C. reinhardtii v5.6,Cre17.g745097,A0A2K3CS22,
Cre08.g382850,C. reinhardtii v5.6,LYR2,A8IZ28,
Cre13.g574551,C. reinhardtii v5.6,Cre13.g574551,A0A2K3CZW5,
Cre07.g331962,C. reinhardtii v5.6,Cre07.g331962,A0A2K3DJW8,
Cre16.g687450,C. reinhardtii v5.6,CPLD54,A0A2K3CUL6,
Cre04.g217919,C. reinhardtii v5.6,Cre04.g217919,A0A2K3DTF7,
Cre17.g741800,C. reinhardtii v5.6,Cre17.g741800,A0A2K3CRT6,
Cre06.g296400,C. reinhardtii v5.6,Cre06.g296400,A8IPE0,
Cre04.g219600,C. reinhardtii v5.6,Cre04.g219600,A0A2K3DU51,
Cre02.g079300,C. reinhardtii v5.6,VPS4,A8IAJ1,
Cre06.g278400,C. reinhardtii v5.6,Cre06.g278400,A8J1W2,
Cre09.g396846,C. reinhardtii v5.6,Cre09.g396846,A8J0G3,
Cre09.g400960,C. reinhardtii v5.6,Cre09.g400960,A0A2K3DEZ5,
Cre12.g498350,C. reinhardtii v5.6,SRE1,A0A2K3D3F7,
Cre02.g145250,C. reinhardtii v5.6,RPS27E2,A8J0V6,
Cre17.g728150,C. reinhardtii v5.6,YKT6,A8J6T1,
Cre16.g674300,C. reinhardtii v5.6,FAP269,A8J3J0,
Cre12.g490500,C. reinhardtii v5.6,CGL78,A8ILP2,
Cre01.g045200,C. reinhardtii v5.6,Cre01.g045200,A8HMY6,
Cre06.g306550,C. reinhardtii v5.6,Cre06.g306550,A0A2K3DRE4,
Cre10.g459500,C. reinhardtii v5.6,NGB1,A0A2K3DBT0,
Cre17.g707150,C. reinhardtii v5.6,Cre17.g707150,A0A2K3CPB4,
Cre06.g303150,C. reinhardtii v5.6,PTK4,A0A2K3DR46,
